url_filter_id,title_key,hint_title,learn_more_url,lane,section,section_ui,severity_default,seo_tier,section_weight,archetype_num,archetype,owner,volume_sensitivity,base_size,notes_flag
canonical_is_malformed_or_empty,canonical is malformed or empty,Canonical is malformed or empty,https://sitebulb.com/hints/indexability/canonical-is-malformed-or-empty/,SEO triage,Indexability,Indexability,High,1,1,2,Template / theme edit,Developer,Flat,M,canonical generation/placement — template/logic fix
canonical_loop_urls,canonical loop,Canonical loop,https://sitebulb.com/hints/indexability/canonical-loop/,SEO triage,Indexability,Indexability,High,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
canonical_only_found_in_rendered_dom,canonical only found in rendered dom,Canonical only found in rendered DOM,https://sitebulb.com/hints/indexability/canonical-only-found-in-rendered-dom/,SEO triage,Indexability,Indexability,High,1,1,2,Template / theme edit,Developer,Flat,M,canonical generation/placement — template/logic fix
canonical_points_to_https,canonical points to https version,Canonical points to HTTPS version,https://sitebulb.com/hints/indexability/canonical-points-to-https-version/,SEO triage,Indexability,Indexability,High,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
canonical_points_to_error_urls,canonical points to a url that is error (5xx),Canonical points to a URL that is Error (5XX),https://sitebulb.com/hints/indexability/canonical-points-to-a-url-that-is-error-5xx/,SEO triage,Indexability,Indexability,High,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
canonical_points_to_not_found_urls,canonical points to a url that is not found 404,Canonical points to a URL that is Not Found 404,https://sitebulb.com/hints/indexability/canonical-points-to-a-url-that-is-not-found-404/,SEO triage,Indexability,Indexability,High,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
canonical_points_to_disallowed_urls,canonical points to a disallowed url,Canonical points to a disallowed URL,https://sitebulb.com/hints/indexability/canonical-points-to-a-disallowed-url/,SEO triage,Indexability,Indexability,High,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
canonical_points_to_noindex_urls,canonical points to a noindex url,Canonical points to a noindex URL,https://sitebulb.com/hints/indexability/canonical-points-to-a-noindex-url/,SEO triage,Indexability,Indexability,High,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
canonical_points_to_canonical_urls,canonical points to another canonicalized url,Canonical points to another canonicalized URL,https://sitebulb.com/hints/indexability/canonical-points-to-another-canonicalized-url/,SEO triage,Indexability,Indexability,High,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
canonicalized_noindex_nofollow_urls,"canonicalized url is noindex, nofollow","Canonicalized URL is noindex, nofollow",https://sitebulb.com/hints/indexability/canonicalized-url-is-noindex-nofollow/,SEO triage,Indexability,Indexability,High,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
found_via_canonical,isolated url - only found via a canonical,Isolated URL - only found via a canonical,https://sitebulb.com/hints/indexability/isolated-url-only-found-via-a-canonical/,SEO triage,Indexability,Indexability,High,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,internal-linking/discoverability — investigate then link/template fix
found_via_noindex_follow,"isolated url - only found via a noindex,follow","Isolated URL - only found via a noindex,follow",https://sitebulb.com/hints/indexability/isolated-url-only-found-via-a-noindex-follow/,SEO triage,Indexability,Indexability,High,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,internal-linking/discoverability — investigate then link/template fix
found_via_redirect,isolated url - only found via a redirect,Isolated URL - only found via a redirect,https://sitebulb.com/hints/indexability/isolated-url-only-found-via-a-redirect/,SEO triage,Indexability,Indexability,High,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,internal-linking/discoverability — investigate then link/template fix
linked_from_isolated,isolated url - only linked from other isolated urls,Isolated URL - only linked from other isolated URLs,https://sitebulb.com/hints/indexability/isolated-url-only-linked-from-other-isolated-urls/,SEO triage,Indexability,Indexability,High,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,internal-linking/discoverability — investigate then link/template fix
canonical_link_and_http_header_found_differs,mismatched canonical tag in html and http header,Mismatched canonical tag in HTML and HTTP header,https://sitebulb.com/hints/indexability/mismatched-canonical-tag-in-html-and-http-header/,SEO triage,Indexability,Indexability,High,1,1,2,Template / theme edit,Developer,Flat,M,canonical generation/placement — template/logic fix
nofollow_found_in_meta_and_http_header_differs,mismatched nofollow directives in html and header,Mismatched nofollow directives in HTML and header,https://sitebulb.com/hints/indexability/mismatched-nofollow-directives-in-html-and-header/,SEO triage,Indexability,Indexability,High,1,1,1,Global config / directive,Dev / config-capable SEO,Flat,S,robots/meta directive — config-level
noindex_found_in_meta_and_http_header_differs,mismatched noindex directives in html and header,Mismatched noindex directives in HTML and header,https://sitebulb.com/hints/indexability/mismatched-noindex-directives-in-html-and-header/,SEO triage,Indexability,Indexability,High,1,1,1,Global config / directive,Dev / config-capable SEO,Flat,S,robots/meta directive — config-level
canonical_found_more_than_once_and_differs,"multiple, mismatched canonical tags","Multiple, mismatched canonical tags",https://sitebulb.com/hints/indexability/multiple-mismatched-canonical-tags/,SEO triage,Indexability,Indexability,High,1,1,2,Template / theme edit,Developer,Flat,M,canonical generation/placement — template/logic fix
response_and_rendered_canonical_differ,rendered canonical is different to html source,Rendered Canonical is different to HTML source,https://sitebulb.com/hints/indexability/rendered-canonical-is-different-to-html-source/,SEO triage,Indexability,Indexability,High,1,1,2,Template / theme edit,Developer,Flat,M,canonical generation/placement — template/logic fix
contains_form_with_get_method,url contains a form with a get method,URL contains a form with a GET method,https://sitebulb.com/hints/indexability/url-contains-a-form-with-a-get-method/,SEO triage,Indexability,Indexability,High,1,1,1,Global config / directive,Dev / config-capable SEO,Flat,S,config/param handling (or change form method)
canonical_is_relative_url,canonical is a relative url,Canonical is a relative URL,https://sitebulb.com/hints/indexability/canonical-is-a-relative-url/,SEO triage,Indexability,Indexability,Medium,1,1,2,Template / theme edit,Developer,Flat,M,canonical generation/placement — template/logic fix
canonical_points_to_redirect_urls,canonical points to a redirecting url,Canonical points to a redirecting URL,https://sitebulb.com/hints/indexability/canonical-points-to-a-redirecting-url/,SEO triage,Indexability,Indexability,Medium,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
canonical_points_to_homepage,canonical points to homepage,Canonical points to homepage,https://sitebulb.com/hints/indexability/canonical-points-to-homepage/,SEO triage,Indexability,Indexability,Medium,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance; collapse to one template/logic fix if systematic (A2)
nofollow_found_more_than_once,multiple nofollow directives,Multiple nofollow directives,https://sitebulb.com/hints/indexability/multiple-nofollow-directives/,SEO triage,Indexability,Indexability,Medium,1,1,1,Global config / directive,Dev / config-capable SEO,Flat,S,robots/meta directive — config-level
noindex_found_more_than_once,multiple noindex directives,Multiple noindex directives,https://sitebulb.com/hints/indexability/multiple-noindex-directives/,SEO triage,Indexability,Indexability,Medium,1,1,1,Global config / directive,Dev / config-capable SEO,Flat,S,robots/meta directive — config-level
nofollow_found_in_meta_and_http_header,nofollow in html and http header,Nofollow in HTML and HTTP header,https://sitebulb.com/hints/indexability/nofollow-in-html-and-http-header/,SEO triage,Indexability,Indexability,Medium,1,1,1,Global config / directive,Dev / config-capable SEO,Flat,S,robots/meta directive — config-level
noindex_found_in_meta_and_http_header,noindex in html and http header,Noindex in HTML and HTTP header,https://sitebulb.com/hints/indexability/noindex-in-html-and-http-header/,SEO triage,Indexability,Indexability,Medium,1,1,1,Global config / directive,Dev / config-capable SEO,Flat,S,robots/meta directive — config-level
urls_with_soft404_phrase_in_content,urls that contain possible soft 404 phrases,URLs that contain possible Soft 404 phrases,https://sitebulb.com/hints/indexability/contains-possible-soft-404-phrases/,SEO triage,Indexability,Indexability,Medium,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,investigate: make it a true 404/410 (config) or add content
base_url_malformed_or_empty,base url malformed or empty,Base URL malformed or empty,https://sitebulb.com/hints/indexability/base-url-malformed-or-empty/,SEO triage,Indexability,Indexability,Low,1,1,2,Template / theme edit,Developer,Flat,M,template
canonical_link_and_http_header_found,canonical tag in html and http header,Canonical tag in HTML and HTTP header,https://sitebulb.com/hints/indexability/canonical-tag-in-html-and-http-header/,SEO triage,Indexability,Indexability,Low,1,1,2,Template / theme edit,Developer,Flat,M,canonical generation/placement — template/logic fix
base_found_more_than_once,multiple base urls,Multiple base URLs,https://sitebulb.com/hints/indexability/multiple-base-urls/,SEO triage,Indexability,Indexability,Low,1,1,2,Template / theme edit,Developer,Flat,M,template
canonical_found_more_than_once,multiple canonical tags,Multiple canonical tags,https://sitebulb.com/hints/indexability/multiple-canonical-tags/,SEO triage,Indexability,Indexability,Low,1,1,2,Template / theme edit,Developer,Flat,M,canonical generation/placement — template/logic fix
base_found_more_than_once_and_differs,"multiple, mismatched base urls","Multiple, mismatched base URLs",https://sitebulb.com/hints/indexability/multiple-mismatched-base-urls/,SEO triage,Indexability,Indexability,Low,1,1,2,Template / theme edit,Developer,Flat,M,template
head_element_contains_no_script,<head> contains a <noscript> tag,<head> contains a <noscript> tag,https://sitebulb.com/hints/indexability/head-contains-a-noscript-tag/,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
canonical_points_to_internal_url,canonical points to a different internal url,Canonical points to a different internal URL,https://sitebulb.com/hints/indexability/canonical-points-to-a-different-internal-url/,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
canonical_points_to_external_url,canonical points to external url,Canonical points to external URL,https://sitebulb.com/hints/indexability/canonical-points-to-external-url/,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
contains_data_nosnippet,contains data-nosnippet elements,Contains data-nosnippet elements,https://support.sitebulb.com/en/articles/9857309-indexability-report#data-nosnippet,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_index_if_embedded,contains indexifembedded robots directive,Contains indexifembedded robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#indexifembedded,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_max_image_preview,contains max-image-preview robots directive,Contains max-image-preview robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#max-image-preview,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_max_snippet,contains max-snippet robots directive,Contains max-snippet robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#max-snippet,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_max_video_preview,contains max-video-preview robots directive,Contains max-video-preview robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#max-video-preview,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_no_archive,contains noarchive robots directive,Contains noarchive robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#noarchive,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_no_cache,contains nocache robots directive,Contains nocache robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#nocache,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_no_image_index,contains noimageindex robots directive,Contains noimageindex robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#noimageindex,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_no_sitelinks_search_box,contains nositelinkssearchbox robots directive,Contains nositelinkssearchbox robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#nositelinkssearchbox,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_no_snippet,contains nosnippet robots directive,Contains nosnippet robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#nosnippet,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_no_translate,contains notranslate robots directive,Contains notranslate robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#notranslate,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_unavailable_after,contains unavailable_after robots directive,Contains unavailable_after robots directive,https://support.sitebulb.com/en/articles/9857309-indexability-report#unavailable_after,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
noindex_nofollow_urls,has noindex and nofollow directives,Has noindex and nofollow directives,https://sitebulb.com/hints/indexability/has-noindex-and-nofollow-directives/,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
internal_disallowed_urls,internal disallowed urls,Internal Disallowed URLs,https://sitebulb.com/hints/indexability/internal-disallowed-urls/,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
urls_with_nofollowed_incoming_links,url only has nofollow incoming internal links,URL only has nofollow incoming internal links,https://sitebulb.com/hints/indexability/url-only-has-nofollow-incoming-internal-links/,SEO triage,Indexability,Indexability,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational directive/observation — usually filtered as noise
invalid_html_urls,broken or invalid html,Broken or invalid HTML,https://sitebulb.com/hints/on-page/broken-or-invalid-html/,SEO triage,On Page,On Page,Critical,1,1,5,Per-instance code / markup fix,Developer,Banded (soft),M,per-instance markup/code fix
no_content_urls,html is missing or empty,HTML is missing or empty,https://sitebulb.com/hints/on-page/html-is-missing-or-empty/,SEO triage,On Page,On Page,Critical,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,investigate rendering/server response first
title_empty,title tag is empty,Title tag is empty,https://sitebulb.com/hints/on-page/title-tag-is-empty/,SEO triage,On Page,On Page,Critical,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,content fills the field; template (A2) if the field isn't output at all
title_missing,title tag is missing,Title tag is missing,https://sitebulb.com/hints/on-page/title-tag-is-missing/,SEO triage,On Page,On Page,Critical,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,content fills the field; template (A2) if the field isn't output at all
title_outside_of_head,title tag outside of <head>,Title tag outside of <head>,https://sitebulb.com/hints/on-page/title-tag-outside-of-head/,SEO triage,On Page,On Page,Critical,1,1,2,Template / theme edit,Developer,Flat,M,template placement bug
meta_description_outside_of_head,meta description outside of <head>,Meta description outside of <head>,https://sitebulb.com/hints/on-page/meta-description-outside-of-head/,SEO triage,On Page,On Page,High,1,1,2,Template / theme edit,Developer,Flat,M,template placement bug
title_found_more_than_once,multiple title tags,Multiple title tags,https://sitebulb.com/hints/on-page/multiple-title-tags/,SEO triage,On Page,On Page,High,1,1,2,Template / theme edit,Developer,Flat,M,template/plugin emitting duplicates
header1_empty,<h1> tag is empty,<h1> tag is empty,https://sitebulb.com/hints/on-page/h1-tag-is-empty/,SEO triage,On Page,On Page,Medium,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,content fills the field; template (A2) if the field isn't output at all
header1_missing,<h1> tag is missing,<h1> tag is missing,https://sitebulb.com/hints/on-page/h1-tag-is-missing/,SEO triage,On Page,On Page,Medium,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,content fills the field; template (A2) if the field isn't output at all
urls_with_lorem_ipsum,contains lorem ipsum dummy text,Contains Lorem Ipsum dummy text,https://sitebulb.com/hints/on-page/contains-lorem-ipsum-dummy-text/,SEO triage,On Page,On Page,Medium,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
images_missing_alt_text,images with missing alt text,Images with missing alt text,https://sitebulb.com/hints/on-page/images-with-missing-alt-text/,SEO triage,On Page,On Page,Medium,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
header1_too_long,<h1> length too long,<h1> length too long,https://sitebulb.com/hints/on-page/h1-length-too-long/,SEO triage,On Page,On Page,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
header1_too_short,<h1> length too short,<h1> length too short,https://sitebulb.com/hints/on-page/h1-length-too-short/,SEO triage,On Page,On Page,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
meta_description_empty,meta description is empty,Meta description is empty,https://sitebulb.com/hints/on-page/meta-description-is-empty/,SEO triage,On Page,On Page,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,content fills the field; template (A2) if the field isn't output at all
meta_description_missing,meta description is missing,Meta description is missing,https://sitebulb.com/hints/on-page/meta-description-is-missing/,SEO triage,On Page,On Page,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,content fills the field; template (A2) if the field isn't output at all
meta_description_too_long,meta description length too long,Meta description length too long,https://sitebulb.com/hints/on-page/meta-description-length-too-long/,SEO triage,On Page,On Page,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
meta_description_too_short,meta description length too short,Meta description length too short,https://sitebulb.com/hints/on-page/meta-description-length-too-short/,SEO triage,On Page,On Page,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
header1_found_more_than_once,multiple <h1> tags,Multiple <h1> tags,https://sitebulb.com/hints/on-page/multiple-h1-tags/,SEO triage,On Page,On Page,Low,1,1,2,Template / theme edit,Developer,Flat,M,template/plugin emitting duplicates
meta_description_found_more_than_once,multiple meta descriptions,Multiple meta descriptions,https://sitebulb.com/hints/on-page/multiple-meta-descriptions/,SEO triage,On Page,On Page,Low,1,1,2,Template / theme edit,Developer,Flat,M,template/plugin emitting duplicates
title_meta_description_duplicated,title and meta description are the same,Title and meta description are the same,https://sitebulb.com/hints/on-page/title-and-meta-description-are-the-same/,SEO triage,On Page,On Page,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
title_too_long,title tag length too long,Title tag length too long,https://sitebulb.com/hints/on-page/title-tag-length-too-long/,SEO triage,On Page,On Page,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
title_too_short,title tag length too short,Title tag length too short,https://sitebulb.com/hints/on-page/title-tag-length-too-short/,SEO triage,On Page,On Page,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,
duplicate_urls_with_same_path_and_query_string_in_different_order,duplicate urls (technical duplicates),Duplicate URLs (technical duplicates),https://sitebulb.com/hints/duplicate-content/technically-duplicate-urls/,SEO triage,Duplicate Content,Duplicate Content,High,1,1,1,Global config / directive,Dev / config-capable SEO,Flat,S,canonicalize / normalize URLs (config)
urls_with_duplicate_content,urls with duplicate content,URLs with duplicate content,https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-content/,SEO triage,Duplicate Content,Duplicate Content,High,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,rewrite to differentiate; or canonicalize (A1) if truly duplicate
urls_with_duplicate_title,urls with duplicate page titles,URLs with duplicate page titles,https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-page-titles/,SEO triage,Duplicate Content,Duplicate Content,High,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,rewrite to differentiate; or canonicalize (A1) if truly duplicate
urls_with_duplicate_title_and_meta_description,urls with duplicate title and meta descriptions,URLs with duplicate title and meta descriptions,https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-title-and-meta-descriptions/,SEO triage,Duplicate Content,Duplicate Content,High,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,rewrite to differentiate; or canonicalize (A1) if truly duplicate
near_duplicate,urls with similar content,URLs with similar content,https://sitebulb.com/hints/duplicate-content/urls-with-similar-content/,SEO triage,Duplicate Content,Duplicate Content,High,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,rewrite to differentiate; or canonicalize (A1) if truly duplicate
urls_with_duplicate_h1,urls with duplicate h1s,URLs with duplicate h1s,https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-h1s/,SEO triage,Duplicate Content,Duplicate Content,Medium,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,rewrite to differentiate; or canonicalize (A1) if truly duplicate
urls_with_duplicate_meta_description,urls with duplicate meta descriptions,URLs with duplicate meta descriptions,https://sitebulb.com/hints/duplicate-content/urls-with-duplicate-meta-descriptions/,SEO triage,Duplicate Content,Duplicate Content,Low,1,1,4,Content & metadata authoring,Content / SEO copy,Banded (hard),S,rewrite to differentiate; or canonicalize (A1) if truly duplicate
external_broken_redirect_urls,external url redirect broken (4xx or 5xx),External URL redirect broken (4XX or 5XX),https://sitebulb.com/hints/redirects/external-url-redirect-broken-4xx-or-5xx/,SEO triage,Redirects,Redirects,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,
internal_redirect_ping_pong_urls,internal url is part of a chained redirect loop,Internal URL is part of a chained redirect loop,https://sitebulb.com/hints/redirects/internal-url-is-part-of-a-chained-redirect-loop/,SEO triage,Redirects,Redirects,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,
internal_broken_redirect_urls,internal url redirect broken (4xx or 5xx),Internal URL redirect broken (4XX or 5XX),https://sitebulb.com/hints/redirects/internal-url-redirect-broken-4xx-or-5xx/,SEO triage,Redirects,Redirects,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,
internal_redirect_loop_urls,internal url redirects back to itself,Internal URL redirects back to itself,https://sitebulb.com/hints/redirects/internal-url-redirects-back-to-itself/,SEO triage,Redirects,Redirects,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,
redirect_case_normalisation,internal redirects from case normalization,Internal redirects from case normalization,https://sitebulb.com/hints/redirects/internal-redirects-from-case-normalization/,SEO triage,Redirects,Redirects,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,fix source links; a server rewrite rule prevents recurrence (A1)
redirect_trailing_slash_mistmatch,internal redirects from trailing slash mismatch,Internal redirects from trailing slash mismatch,https://sitebulb.com/hints/redirects/internal-redirects-from-trailing-slash-mismatch/,SEO triage,Redirects,Redirects,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,fix source links; a server rewrite rule prevents recurrence (A1)
resource_redirect_ping_pong_urls,page resource url is part of a chained redirect loop,Page resource URL is part of a chained redirect loop,https://sitebulb.com/hints/redirects/page-resource-url-is-part-of-a-chained-redirect-loop/,SEO triage,Redirects,Redirects,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,resource refs usually live in the template (A2)
resource_redirect_loop_urls,page resource url redirects back to itself,Page resource URL redirects back to itself,https://sitebulb.com/hints/redirects/page-resource-url-redirects-back-to-itself/,SEO triage,Redirects,Redirects,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,resource refs usually live in the template (A2)
resource_broken_redirect_urls,resource url redirect broken (4xx or 5xx),Resource URL redirect broken (4XX or 5XX),https://sitebulb.com/hints/redirects/resource-url-redirect-broken-4xx-or-5xx/,SEO triage,Redirects,Redirects,High,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,resource refs usually live in the template (A2)
internal_redirected_urls,internal redirected urls,Internal redirected URLs,https://sitebulb.com/hints/redirects/internal-redirected-urls/,SEO triage,Redirects,Redirects,Medium,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,
resource_redirected_urls,redirected page resource urls,Redirected page resource URLs,https://sitebulb.com/hints/redirects/redirected-page-resource-urls/,SEO triage,Redirects,Redirects,Medium,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,resource refs usually live in the template (A2)
external_redirected_urls,external redirected urls,External redirected URLs,https://sitebulb.com/hints/redirects/external-redirected-urls/,SEO triage,Redirects,Redirects,,1,1,8,Investigation / diagnosis,SEO lead,Flat,M,informational — outbound links that 301; optional to update
meta_refresh_redirect_urls,redirects using a meta refresh,Redirects using a Meta refresh,https://sitebulb.com/hints/redirects/redirects-using-a-meta-refresh/,SEO triage,Redirects,Redirects,,1,1,3,Redirect mapping,Dev / ops,Banded (hard),S,replace meta refresh with a server 301
